a_water,b,err,num_scatters
0.1,0.01,0.045190312987541566,0
0.1,0.01,0.0359980882599903,1
0.1,0.01,0.03606842719802054,2
0.1,0.01,0.03606521006063318,3
0.1,0.017449698104440144,0.0565428043969176,0
0.1,0.017449698104440144,0.03575874000652897,1
0.1,0.017449698104440144,0.03595074609096723,2
0.1,0.017449698104440144,0.03593320835090141,3
0.1,0.030449196393610194,0.0781362435464149,0
0.1,0.030449196393610194,0.0354862257443159,1
0.1,0.030449196393610194,0.03582068109407905,2
0.1,0.030449196393610194,0.03572515892389105,3
0.1,0.05313292845913058,0.11725267597907968,0
0.1,0.05313292845913058,0.036620122091584675,1
0.1,0.05313292845913058,0.03591323599754197,2
0.1,0.05313292845913058,0.03538595329445655,3
0.1,0.09271535610166441,0.18554201591327826,0
0.1,0.09271535610166441,0.04410642965888464,1
0.1,0.09271535610166441,0.03761655368967546,2
0.1,0.09271535610166441,0.034999993836849375,3
0.1,0.16178549736197073,0.2987042871694877,0
0.1,0.16178549736197073,0.07051019521181849,1
0.1,0.16178549736197073,0.04758055361616919,2
0.1,0.16178549736197073,0.04015227708354401,3
0.1,0.28231080866430863,0.47440317537232046,0
0.1,0.28231080866430863,0.14339386148026873,1
0.1,0.28231080866430863,0.09332117168010003,2
0.1,0.28231080866430863,0.0923590282443551,3
0.1,0.49262383828125506,0.72629302440654,0
0.1,0.49262383828125506,0.32772738808397434,1
0.1,0.49262383828125506,0.2997201419156654,2
0.1,0.49262383828125506,0.4641358622945614,3
0.1,0.8596137257058445,1.0563194060357348,0
0.1,0.8596137257058445,0.7644959428603593,1
0.1,0.8596137257058445,1.1034403993306938,2
0.1,0.8596137257058445,2.820221652309739,3
0.1,1.5,1.4452315532159814,0
0.1,1.5,1.7185479753146635,1
0.1,1.5,3.880474912222868,2
0.1,1.5,16.777226850752797,3
0.14444444444444446,0.01,0.04137811888649883,0
0.14444444444444446,0.01,0.03341357299247812,1
0.14444444444444446,0.01,0.0334606189307802,2
0.14444444444444446,0.01,0.03345899196059412,3
0.14444444444444446,0.017449698104440144,0.05120095842610448,0
0.14444444444444446,0.017449698104440144,0.03324305248113963,1
0.14444444444444446,0.017449698104440144,0.03337973547291208,2
0.14444444444444446,0.017449698104440144,0.033371005142153846,3
0.14444444444444446,0.030449196393610194,0.06990629822012617,0
0.14444444444444446,0.030449196393610194,0.0330426927232357,1
0.14444444444444446,0.030449196393610194,0.033282540889566205,2
0.14444444444444446,0.030449196393610194,0.033235365876082654,3
0.14444444444444446,0.05313292845913058,0.10388447058282606,0
0.14444444444444446,0.05313292845913058,0.033703472738498684,1
0.14444444444444446,0.05313292845913058,0.03329722167992988,2
0.14444444444444446,0.05313292845913058,0.03303761941628082,3
0.14444444444444446,0.09271535610166441,0.16335047521410523,0
0.14444444444444446,0.09271535610166441,0.03898789327056572,1
0.14444444444444446,0.09271535610166441,0.034204721538681614,2
0.14444444444444446,0.09271535610166441,0.032762534408526285,3
0.14444444444444446,0.16178549736197073,0.2623537003543747,0
0.14444444444444446,0.16178549736197073,0.05897649440463245,1
0.14444444444444446,0.16178549736197073,0.04007029590995727,2
0.14444444444444446,0.16178549736197073,0.03504955872099781,3
0.14444444444444446,0.28231080866430863,0.4171265729822864,0
0.14444444444444446,0.28231080866430863,0.11629629171662954,1
0.14444444444444446,0.28231080866430863,0.06868764320052534,2
0.14444444444444446,0.28231080866430863,0.06073459502247198,3
0.14444444444444446,0.49262383828125506,0.6412961847950379,0
0.14444444444444446,0.49262383828125506,0.26749619548434356,1
0.14444444444444446,0.49262383828125506,0.19907644148927792,2
0.14444444444444446,0.49262383828125506,0.2536370721190813,3
0.14444444444444446,0.8596137257058445,0.938860284378537,0
0.14444444444444446,0.8596137257058445,0.6367614289337371,1
0.14444444444444446,0.8596137257058445,0.7475198902010557,2
0.14444444444444446,0.8596137257058445,1.5158960804867498,3
0.14444444444444446,1.5,1.2943357416531789,0
0.14444444444444446,1.5,1.456308514644052,1
0.14444444444444446,1.5,2.699709103220984,2
0.14444444444444446,1.5,9.153465177153167,3
0.18888888888888888,0.01,0.03852164178242311,0
0.18888888888888888,0.01,0.03147353808283111,1
0.18888888888888888,0.01,0.03150652763626765,2
0.18888888888888888,0.01,0.03150565290737512,3
0.18888888888888888,0.017449698104440144,0.04709679295393038,0
0.18888888888888888,0.017449698104440144,0.031359694794347116,1
0.18888888888888888,0.017449698104440144,0.031457919055573415,2
0.18888888888888888,0.017449698104440144,0.031453242448630576,3
0.18888888888888888,0.030449196393610194,0.06339151795257178,0
0.18888888888888888,0.030449196393610194,0.03115333384193074,1
0.18888888888888888,0.030449196393610194,0.0314042869111244,2
0.18888888888888888,0.030449196393610194,0.031379109899694696,3
0.18888888888888888,0.05313292845913058,0.09308466267312485,0
0.18888888888888888,0.05313292845913058,0.03150371971622769,1
0.18888888888888888,0.05313292845913058,0.0314345567182633,2
0.18888888888888888,0.05313292845913058,0.03129549009978974,3
0.18888888888888888,0.09271535610166441,0.14520041591442617,0
0.18888888888888888,0.09271535610166441,0.03527486323586987,1
0.18888888888888888,0.09271535610166441,0.03205718803978159,2
0.18888888888888888,0.09271535610166441,0.031246599346937676,3
0.18888888888888888,0.16178549736197073,0.23248620285680224,0
0.18888888888888888,0.16178549736197073,0.050781273342369204,1
0.18888888888888888,0.16178549736197073,0.03612504262046639,2
0.18888888888888888,0.16178549736197073,0.03259761559729151,3
0.18888888888888888,0.28231080866430863,0.3699584494316878,0
0.18888888888888888,0.28231080866430863,0.09700360583361159,1
0.18888888888888888,0.28231080866430863,0.05625861578934946,2
0.18888888888888888,0.28231080866430863,0.04647680028675298,3
0.18888888888888888,0.49262383828125506,0.5711010898180118,0
0.18888888888888888,0.49262383828125506,0.22338040580656318,1
0.18888888888888888,0.49262383828125506,0.14645655179698305,2
0.18888888888888888,0.49262383828125506,0.15706305714926494,3
0.18888888888888888,0.8596137257058445,0.8414850285378103,0
0.18888888888888888,0.8596137257058445,0.5393914674501163,1
0.18888888888888888,0.8596137257058445,0.5406392123091577,2
0.18888888888888888,0.8596137257058445,0.9086509429835985,3
0.18888888888888888,1.5,1.169149846541829,0
0.18888888888888888,1.5,1.249694968786848,1
0.18888888888888888,1.5,1.9849647687857481,2
0.18888888888888888,1.5,5.566589205437688,3
0.23333333333333334,0.01,0.03641388384440024,0
0.23333333333333334,0.01,0.030063730366198627,1
0.23333333333333334,0.01,0.030091177625617284,2
0.23333333333333334,0.01,0.03009066536779894,3
0.23333333333333334,0.017449698104440144,0.04394662285963531,0
0.23333333333333334,0.017449698104440144,0.029992106279124523,1
0.23333333333333334,0.017449698104440144,0.03007474963295199,2
0.23333333333333334,0.017449698104440144,0.030072014416149324,3
0.23333333333333334,0.030449196393610194,0.0582150913493566,0
0.23333333333333334,0.030449196393610194,0.029838413642674623,1
0.23333333333333334,0.030449196393610194,0.03007123993517359,2
0.23333333333333334,0.030449196393610194,0.030056574208589506,3
0.23333333333333334,0.05313292845913058,0.08430908758785889,0
0.23333333333333334,0.05313292845913058,0.029900192102249458,1
0.23333333333333334,0.05313292845913058,0.030156435009747438,2
0.23333333333333334,0.05313292845913058,0.03007597445573652,3
0.23333333333333334,0.09271535610166441,0.1303031765590159,0
0.23333333333333334,0.09271535610166441,0.032533468023609374,1
0.23333333333333334,0.09271535610166441,0.03072518599153932,2
