a_water,b,err,num_scatters
0.1,0.01,0.00759439203476235,0
0.1,0.01,0.005064213484913314,1
0.1,0.01,0.005030275301814496,2
0.1,0.01,0.005030093840369946,3
0.1,0.017449698104440144,0.010334646948792079,0
0.1,0.017449698104440144,0.005127569409426775,1
0.1,0.017449698104440144,0.004986137498949807,2
0.1,0.017449698104440144,0.00498477359763799,3
0.1,0.030449196393610194,0.015597039738501703,0
0.1,0.030449196393610194,0.005456038470606344,1
0.1,0.030449196393610194,0.004924038328000166,2
0.1,0.030449196393610194,0.004911486149145285,3
0.1,0.053132928459130584,0.02496600370179521,0
0.1,0.053132928459130584,0.006654053981394196,1
0.1,0.053132928459130584,0.004928878328360828,2
0.1,0.053132928459130584,0.004810932234259992,3
0.1,0.0927153561016644,0.04042006521271275,0
0.1,0.0927153561016644,0.01053196547625179,1
0.1,0.0927153561016644,0.0057154626866395405,2
0.1,0.0927153561016644,0.004890497002185921,3
0.1,0.16178549736197073,0.064113832084658,0
0.1,0.16178549736197073,0.021634369253932348,1
0.1,0.16178549736197073,0.010612121695535754,2
0.1,0.16178549736197073,0.0071154146193100395,3
0.1,0.28231080866430863,0.0978301951277237,0
0.1,0.28231080866430863,0.049758307199237316,1
0.1,0.28231080866430863,0.03385284578806051,2
0.1,0.28231080866430863,0.02634331960632089,3
0.1,0.4926238382812551,0.14229185265070682,0
0.1,0.4926238382812551,0.11403448894443252,1
0.1,0.4926238382812551,0.13067203678055506,2
0.1,0.4926238382812551,0.1641800543132728,3
0.1,0.8596137257058445,0.19678821015448447,0
0.1,0.8596137257058445,0.24904166115578305,1
0.1,0.8596137257058445,0.4899667975896487,2
0.1,0.8596137257058445,1.058682428832587,3
0.1,1.5,0.25788784485917937,0
0.1,1.5,0.5160875730207174,1
0.1,1.5,1.7267367577171515,2
0.1,1.5,6.4728658444935485,3
0.14444444444444446,0.01,0.006503824979968992,0
0.14444444444444446,0.01,0.004528800336426453,1
0.14444444444444446,0.01,0.00450462125086845,2
0.14444444444444446,0.01,0.004504552172049138,3
0.14444444444444446,0.017449698104440144,0.008772762531167919,0
0.14444444444444446,0.017449698104440144,0.0045732470869822755,1
0.14444444444444446,0.017449698104440144,0.004472423910423199,2
0.14444444444444446,0.017449698104440144,0.004471882839991224,3
0.14444444444444446,0.030449196393610194,0.01322662825895499,0
0.14444444444444446,0.030449196393610194,0.004804424743545154,1
0.14444444444444446,0.030449196393610194,0.004424556769850729,2
0.14444444444444446,0.030449196393610194,0.0044187277000739605,3
0.14444444444444446,0.053132928459130584,0.021270242862985303,0
0.14444444444444446,0.053132928459130584,0.005659621097689692,1
0.14444444444444446,0.053132928459130584,0.004408022547166114,2
0.14444444444444446,0.053132928459130584,0.004341256980979863,3
0.14444444444444446,0.0927153561016644,0.0347347472181606,0
0.14444444444444446,0.0927153561016644,0.008489178198237484,1
0.14444444444444446,0.0927153561016644,0.004873937556860632,2
0.14444444444444446,0.0927153561016644,0.004352801932801939,3
0.14444444444444446,0.16178549736197073,0.05577100869370484,0
0.14444444444444446,0.16178549736197073,0.01678701830941834,1
0.14444444444444446,0.16178549736197073,0.008026351372211759,2
0.14444444444444446,0.16178549736197073,0.005611010545694697,3
0.14444444444444446,0.28231080866430863,0.08638091111895835,0
0.14444444444444446,0.28231080866430863,0.038300984663630924,1
0.14444444444444446,0.28231080866430863,0.023560442368437524,2
0.14444444444444446,0.28231080866430863,0.017142489193446173,3
