a_water,b,err,num_scatters
0.1,0.01,0.0,0
0.1,0.017449698104440144,0.0,0
0.1,0.030449196393610194,0.0,0
0.1,0.05313292845913058,0.0,0
0.1,0.09271535610166441,0.0,0
0.1,0.16178549736197073,0.0,0
0.1,0.28231080866430863,0.0,0
0.1,0.49262383828125506,0.0,0
0.1,0.8596137257058445,0.0,0
0.1,1.5,0.0,0
0.14444444444444446,0.01,0.0,0
0.14444444444444446,0.017449698104440144,0.0,0
0.14444444444444446,0.030449196393610194,0.0,0
0.14444444444444446,0.05313292845913058,0.0,0
0.14444444444444446,0.09271535610166441,0.0,0
0.14444444444444446,0.16178549736197073,0.0,0
0.14444444444444446,0.28231080866430863,0.0,0
0.14444444444444446,0.49262383828125506,0.0,0
0.14444444444444446,0.8596137257058445,0.0,0
0.14444444444444446,1.5,0.0,0
0.18888888888888888,0.01,0.0,0
0.18888888888888888,0.017449698104440144,0.0,0
0.18888888888888888,0.030449196393610194,0.0,0
0.18888888888888888,0.05313292845913058,0.0,0
0.18888888888888888,0.09271535610166441,0.0,0
0.18888888888888888,0.16178549736197073,0.0,0
0.18888888888888888,0.28231080866430863,0.0,0
0.18888888888888888,0.49262383828125506,0.0,0
0.18888888888888888,0.8596137257058445,0.0,0
0.18888888888888888,1.5,0.0,0
0.23333333333333334,0.01,0.0,0
0.23333333333333334,0.017449698104440144,0.0,0
0.23333333333333334,0.030449196393610194,0.0,0
0.23333333333333334,0.05313292845913058,0.0,0
0.23333333333333334,0.09271535610166441,0.0,0
0.23333333333333334,0.16178549736197073,0.0,0
0.23333333333333334,0.28231080866430863,0.0,0
0.23333333333333334,0.49262383828125506,0.0,0
0.23333333333333334,0.8596137257058445,0.0,0
0.23333333333333334,1.5,0.0,0
0.2777777777777778,0.01,0.0,0
0.2777777777777778,0.017449698104440144,0.0,0
0.2777777777777778,0.030449196393610194,0.0,0
0.2777777777777778,0.05313292845913058,0.0,0
0.2777777777777778,0.09271535610166441,0.0,0
0.2777777777777778,0.16178549736197073,0.0,0
0.2777777777777778,0.28231080866430863,0.0,0
0.2777777777777778,0.49262383828125506,0.0,0
0.2777777777777778,0.8596137257058445,0.0,0
0.2777777777777778,1.5,0.0,0
0.32222222222222224,0.01,0.0,0
0.32222222222222224,0.017449698104440144,0.0,0
0.32222222222222224,0.030449196393610194,0.0,0
0.32222222222222224,0.05313292845913058,0.0,0
0.32222222222222224,0.09271535610166441,0.0,0
0.32222222222222224,0.16178549736197073,0.0,0
0.32222222222222224,0.28231080866430863,0.0,0
0.32222222222222224,0.49262383828125506,0.0,0
0.32222222222222224,0.8596137257058445,0.0,0
0.32222222222222224,1.5,0.0,0
0.3666666666666667,0.01,0.0,0
0.3666666666666667,0.017449698104440144,0.0,0
0.3666666666666667,0.030449196393610194,0.0,0
0.3666666666666667,0.05313292845913058,0.0,0
0.3666666666666667,0.09271535610166441,0.0,0
0.3666666666666667,0.16178549736197073,0.0,0
0.3666666666666667,0.28231080866430863,0.0,0
0.3666666666666667,0.49262383828125506,0.0,0
0.3666666666666667,0.8596137257058445,0.0,0
0.3666666666666667,1.5,0.0,0
0.4111111111111111,0.01,0.0,0
0.4111111111111111,0.017449698104440144,0.0,0
0.4111111111111111,0.030449196393610194,0.0,0
0.4111111111111111,0.05313292845913058,0.0,0
0.4111111111111111,0.09271535610166441,0.0,0
0.4111111111111111,0.16178549736197073,0.0,0
0.4111111111111111,0.28231080866430863,0.0,0
0.4111111111111111,0.49262383828125506,0.0,0
0.4111111111111111,0.8596137257058445,0.0,0
0.4111111111111111,1.5,0.0,0
0.4555555555555556,0.01,0.0,0
0.4555555555555556,0.017449698104440144,0.0,0
0.4555555555555556,0.030449196393610194,0.0,0
0.4555555555555556,0.05313292845913058,0.0,0
0.4555555555555556,0.09271535610166441,0.0,0
0.4555555555555556,0.16178549736197073,0.0,0
0.4555555555555556,0.28231080866430863,0.0,0
0.4555555555555556,0.49262383828125506,0.0,0
0.4555555555555556,0.8596137257058445,0.0,0
0.4555555555555556,1.5,0.0,0
0.5,0.01,0.0,0
0.5,0.017449698104440144,0.0,0
0.5,0.030449196393610194,0.0,0
0.5,0.05313292845913058,0.0,0
0.5,0.09271535610166441,0.0,0
0.5,0.16178549736197073,0.0,0
0.5,0.28231080866430863,0.0,0
0.5,0.49262383828125506,0.0,0
0.5,0.8596137257058445,0.0,0
0.5,1.5,0.0,0
