   2.0130000e+03   2.0000000e+00   1.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.3125919e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   1.0000000e+00   0.0000000e+00   0.0000000e+00
   1.1244554e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   2.0000000e+00   0.0000000e+00   0.0000000e+00
   3.4614592e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   3.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7160492e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   4.0000000e+00   0.0000000e+00   0.0000000e+00
   6.0469248e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00
   4.8101559e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00
   8.7596176e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0559593e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00
   1.4331260e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   9.0000000e+00   0.0000000e+00   0.0000000e+00
   1.1328994e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   1.0000000e+01   0.0000000e+00   0.0000000e+00
   6.1571503e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   1.1000000e+01   0.0000000e+00   0.0000000e+00
   4.4243870e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   1.2000000e+01   0.0000000e+00   0.0000000e+00
   4.5522083e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   1.3000000e+01   0.0000000e+00   0.0000000e+00
   2.9694781e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   1.4000000e+01   0.0000000e+00   0.0000000e+00
   5.4424259e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   1.5000000e+01   0.0000000e+00   0.0000000e+00
   1.4801787e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   1.6000000e+01   0.0000000e+00   0.0000000e+00
   3.9708060e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   1.7000000e+01   0.0000000e+00   0.0000000e+00
   5.3354850e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   1.8000000e+01   0.0000000e+00   0.0000000e+00
   7.1657240e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   1.9000000e+01   0.0000000e+00   0.0000000e+00
   7.0092082e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   2.0000000e+01   0.0000000e+00   0.0000000e+00
   4.3428332e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   2.1000000e+01   0.0000000e+00   0.0000000e+00
   1.9167159e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   2.2000000e+01   0.0000000e+00   0.0000000e+00
   2.6268803e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.6000000e+01   2.3000000e+01   0.0000000e+00   0.0000000e+00
   5.0365861e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.0209544e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.7000000e+01   1.0000000e+00   0.0000000e+00   0.0000000e+00
   9.1769494e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.7000000e+01   2.0000000e+00   0.0000000e+00   0.0000000e+00
   6.3606996e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.7000000e+01   3.0000000e+00   0.0000000e+00   0.0000000e+00
   4.6961474e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.7000000e+01   4.0000000e+00   0.0000000e+00   0.0000000e+00
   3.4156844e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.7000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00
   1.5325025e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.7000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0035083e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.7000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00
   2.4046432e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.7000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00
   4.5415927e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.7000000e+01   9.0000000e+00   0.0000000e+00   0.0000000e+00
   6.7214240e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.7000000e+01   1.0000000e+01   0.0000000e+00   0.0000000e+00
   8.2602966e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.7000000e+01   1.1000000e+01   0.0000000e+00   0.0000000e+00
   9.3272986e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0130000e+03   2.0000000e+00   1.7000000e+01   1.2000000e+01   0.0000000e+00   0.0000000e+00
